Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Marital_Status_Grouped,Marital_Merged_Couples,Marital_Merged_Single_Household,Marital_Alone,Marital_Divorced,Marital_Married,Marital_Single,Marital_Together,Marital_Unknown,Marital_Widow,Age,Total_Children,Total_Household_Size,Total_Spending,Loyalty_Months,Total_Spend,Campaign_Response_Rate,Shopping_Frequency
-0.34731565489025834,Single,0.33486579129612426,0.30864601889591614,0.9881243210916603,1.557380273267708,1.7760245004311235,2.472885966185525,1.5233338072627793,0.8532591608977117,0.3558904760832597,1.4567339772173062,2.651644346199525,-0.5577497868798128,0.6842246766819124,0,0,0,0,0,-0.09832857309700378,0.0,0.0,1,Single_Household,0,1,0,0,0,1,0,0,0,0.9845911549356563,-1.2756200329688927,-1.7723162728377453,1.7002950089387017,1.5219558286192898,1.7002950089387017,-0.434559193074946,1.337878600504788
-0.34731565489025834,Single,-0.2433821218461083,-0.3830162736022898,-0.8711161061465587,-0.636706045484511,-0.729519486965585,-0.6488687983195054,-0.635411674316573,-0.7335836821700268,-0.17467907799599813,-1.1414213944874538,-0.58233603203319,-1.1764373349968735,-0.14707987509838347,0,0,0,0,0,-0.09832857309700378,0.0,0.0,0,Single_Household,0,1,0,0,0,1,0,0,0,1.235176269377501,1.4000707678926871,0.44358428949587836,-0.9597878968720829,-1.1409440596355693,-0.9597878968720829,-0.434559193074946,-1.1611301253316313
-0.34731565489025834,Together,0.9955314373527279,-0.7980136491012133,0.3653979600455261,0.5738243372753339,-0.16809203793780397,1.3527269036278375,-0.13914834521787128,-0.03692097057931238,-0.7052486320752559,1.4567339772173062,-0.2230048788962216,1.2983128574713698,-0.5627321509885315,0,0,0,0,0,-0.09832857309700378,0.0,0.0,0,Couples,1,0,0,0,0,0,1,0,0,0.31636418309073744,-1.2756200329688927,-0.6643659916709335,0.29329518265765153,-0.25331076355061627,0.29329518265765153,-0.434559193074946,0.8117715003286998
-0.34731565489025834,Together,-1.209155175354307,-0.7980136491012133,-0.8711161061465587,-0.5610478965620208,-0.6645609391441888,-0.5019626917545628,-0.5857853414067028,-0.7529354241586578,-0.17467907799599813,-0.7702563413867738,-0.9416671851701582,-0.5577497868798128,0.26857240079176453,0,0,0,0,0,-0.09832857309700378,0.0,0.0,0,Couples,1,0,0,0,0,0,1,0,0,-1.270674875040945,0.06222536746189716,0.44358428949587836,-0.9162896858336675,-0.9930051769547439,-0.9162896858336675,-0.434559193074946,-0.8980765752435871
1.4322713338348276,Married,0.3424652848129163,1.5536381453926866,-0.3884286875366364,0.42250803943035325,-0.2098511043944158,0.1591147877876789,0.009730653511739214,-0.5594180042723482,1.4170295842417753,0.34323881791526617,0.13632627424074678,0.060937761237248055,-0.14707987509838347,0,0,0,0,0,-0.09832857309700378,0.0,0.0,0,Couples,1,0,0,0,1,0,0,0,0,-1.0200897605991004,0.06222536746189716,0.44358428949587836,-0.298949690711542,-0.9930051769547439,-0.298949690711542,-0.434559193074946,0.5487179502406556
0.5424778394722847,Together,0.5493676244313852,-1.1438447953503161,0.6454758449179501,0.3972886564561898,-0.30264902985355313,-0.685595324960741,0.38192815033576544,-0.5787697462609792,-0.17467907799599813,0.7144038710159462,0.4956574273777151,1.2983128574713698,0.26857240079176453,0,0,0,0,0,-0.09832857309700378,0.0,0.0,0,Couples,1,0,0,0,0,0,1,0,0,0.14930744012950772,0.06222536746189716,0.44358428949587836,0.19291469564592384,-0.25331076355061627,0.19291469564592384,-0.434559193074946,0.9432982753727218
-0.34731565489025834,Divorced,0.21214622824753954,-0.5213487321019309,-0.2036964655995057,0.977334464861949,0.0035841241616001228,0.2325678410701502,0.555620315520311,-0.32719710040877675,0.8864600301625175,1.0855689241166262,0.13632627424074678,0.37028153529577845,0.26857240079176453,0,0,0,0,0,-0.09832857309700378,0.0,0.0,0,Single_Household,0,1,0,1,0,0,0,0,0,-0.1848060457929517,0.06222536746189716,-0.6643659916709335,-0.01788432707870439,1.226078063257639,-0.01788432707870439,-0.434559193074946,0.8117715003286998
1.4322713338348276,Married,-0.8753658085006256,-0.5905149613517515,-0.6774452283092441,-0.4097315987170401,-0.4975246733177416,-0.6305055349988875,-0.635411674316573,-0.4046040683633006,-0.17467907799599813,-0.027926235185413786,-0.9416671851701582,-0.5577497868798128,1.0998769525720604,0,0,0,0,0,-0.09832857309700378,0.0,0.0,0,Couples,1,0,0,0,1,0,0,0,0,-1.3542032465215599,0.06222536746189716,0.44358428949587836,-0.7222207442776606,0.3384447671726858,-0.7222207442776606,-0.434559193074946,-0.635023025155543
1.4322713338348276,Together,-1.0275027658077605,-1.0400954514755854,-0.8621774502463749,-0.6619254284586745,-0.6460013540523614,-0.6305055349988875,-0.5857853414067028,-0.8109906501245506,-0.7052486320752559,-0.39909128828609375,-0.9416671851701582,-1.1764373349968735,1.5155292284622084,0,0,0,0,0,-0.09832857309700378,0.0,0.0,1,Couples,1,0,0,0,0,0,1,0,0,-0.4353911602347963,0.06222536746189716,0.44358428949587836,-0.9280007426517024,0.19050588449186026,-0.9280007426517024,-0.434559193074946,-1.1611301253316313
1.4322713338348276,Together,-2.238665916422698,0.6544771651450191,-0.820463722712184,-0.6619254284586745,-0.729519486965585,-0.6672320616401232,-0.635411674316573,-0.5981214882496101,-0.7052486320752559,-1.1414213944874538,-0.9416671851701582,-1.7951248831139344,6.087704263253836,1,0,0,0,0,-0.09832857309700378,0.0,0.0,0,Couples,1,0,0,0,0,0,1,0,0,1.5692897552999603,1.4000707678926871,1.5515345706626902,-0.922981718301116,-1.1409440596355693,-0.922981718301116,1.0757233907814034,-1.6872372255077195
-1.2371091492528012,Married,-2.1478642261446397,0.3432291335208264,-0.8860138659801982,-0.25841530087205955,-0.7063200056008007,-0.48359942843394493,-0.635411674316573,-0.5400662622837172,-0.7052486320752559,-0.7702563413867738,-0.9416671851701582,-0.8670935609383432,1.0998769525720604,0,0,0,0,0,-0.09832857309700378,0.0,0.0,0,Couples,1,0,0,0,1,0,0,0,0,-0.602447903196026,-1.2756200329688927,-0.6643659916709335,-0.9029056208987705,1.226078063257639,-0.9029056208987705,-0.434559193074946,-1.1611301253316313
-0.34731565489025834,Divorced,0.5748626994554619,1.1386407698937633,-0.32585809623535017,0.8764569329652953,1.4697913464159702,3.4461389221782697,2.1188498021812214,-0.26914187444288384,-0.7052486320752559,-0.39909128828609375,0.4956574273777151,0.6796253093543089,-1.3940367027688274,0,0,0,0,0,-0.09832857309700378,0.0,0.0,0,Single_Household,0,1,0,1,0,0,0,0,0,0.8175344119744267,-1.2756200329688927,-1.7723162728377453,0.8386958287547055,-0.6971274115930929,0.8386958287547055,-0.434559193074946,0.15413762510858944
0.5424778394722847,Divorced,0.39448504366011905,0.13573044577136464,-0.2096555695329615,-0.6114866625103477,-0.5114443621366122,-0.6305055349988875,-0.5361590084968326,-0.5787697462609792,0.3558904760832597,0.7144038710159462,-0.58233603203319,-0.24840601282128236,0.26857240079176453,0,0,0,0,0,-0.09832857309700378,0.0,0.0,0,Single_Household,0,1,0,1,0,0,0,0,0,1.4022330123387308,1.4000707678926871,0.44358428949587836,-0.4863265998001004,-0.6971274115930929,-0.4863265998001004,-0.434559193074946,0.022610850064567364
-0.34731565489025834,Married,-1.6662524531417442,-0.3830162736022898,-0.894952521880382,-0.3088540668203864,-0.6784806279630594,-0.5754157450370341,-0.635411674316573,-0.7529354241586578,-0.7052486320752559,-1.1414213944874538,-0.9416671851701582,-0.8670935609383432,1.0998769525720604,0,0,0,0,0,-0.09832857309700378,0.0,0.0,0,Couples,1,0,0,0,1,0,0,0,0,-1.5212599894827894,-1.2756200329688927,-0.6643659916709335,-0.9280007426517024,1.3740169459384644,-0.9280007426517024,-0.434559193074946,-1.2926569003756534
1.4322713338348276,Single,1.544018753303394,-0.9017629929759442,2.093538100747717,-0.1070990030270789,-0.2237707932132864,0.3978372109557106,1.0270704781640776,0.02113425538658049,-0.7052486320752559,1.0855689241166262,1.2143197336516518,1.9170004055884307,-0.9783844268786793,0,0,1,1,0,-0.09832857309700378,0.0,0.0,1,Single_Household,0,1,0,0,0,1,0,0,0,1.9034032412224198,-1.2756200329688927,-1.7723162728377453,1.195046557646339,1.0781391805768135,1.195046557646339,2.5860059746377533,1.4694053755488101
-0.34731565489025834,Married,-0.4637184048426483,0.06656421652154407,-0.7459749235439862,-0.5358285135878573,-0.6692008354171457,-0.6488687983195054,-0.3376536768573519,-0.7722871661472888,0.3558904760832597,-0.39909128828609375,-0.9416671851701582,-0.8670935609383432,1.0998769525720604,0,0,0,0,0,-0.09832857309700378,0.0,0.0,0,Couples,1,0,0,0,1,0,0,0,0,-0.9365613891184855,1.4000707678926871,1.5515345706626902,-0.844350336808596,0.9302002978959878,-0.844350336808596,-0.434559193074946,-0.7665498001995651
