Total_Spending,Total_Purchase_Num,Discount_Dependency,Income,Age,Education,Marital_Merged_Couples,Marital_Merged_Single_Household,Total_Household_Size,Campaign_Response_Rate,Complain,Loyalty_Months,Recency,NumWebVisitsMonth
-0.2881129477538479,0.1790660800085808,-0.5428148232316077,0.2795239077279342,1.091426035652368,-0.47134036855870304,1,0,0.4678679179417493,-0.5114998058155729,0,-1.308168180482678,-0.3771519205172855,-1.3750301095910882
1.3800964609963162,0.873508444846082,-0.7626258361420295,0.5732179390022878,-1.3731885540211726,1.5261910491552244,1,0,0.4678679179417493,-0.5114998058155729,0,1.638804094231048,0.5902037588142788,1.1275625434121004
0.7474421942048369,2.262393174521084,-0.9748571589520918,1.1705385934084866,-0.26836132416751646,-0.47134036855870304,1,0,0.4678679179417493,0.6004288719314739,0,-0.5714251118042464,-1.2754107656108808,-0.5408325585900253
-0.7975661204859339,-1.6264840685689224,-1.3780966722912102,-2.134472504802941,1.006439325663625,1.5261910491552244,1,0,0.4678679179417493,-0.5114998058155729,0,1.0494096392883028,0.9356879300041231,6.132747849418477
-0.7709280460947138,-0.6542647577964207,0.8145181814902475,-0.6591766336475886,-1.2882018440324297,1.5261910491552244,1,0,0.4678679179417493,-0.5114998058155729,0,-0.4240764980685601,-1.4827012683247875,0.710463767911569
-0.9091130569991684,-1.0709301766989214,-0.2087020836077661,-0.955600950835376,-0.6932948741112304,-1.4701060774156667,0,1,-0.6393148194157063,-0.5114998058155729,0,-1.7502140216897368,-1.448152851205803,-0.9579313340905568
-0.7010031008177607,-0.5153762848289204,-0.078769351531828,-0.03605948474894788,0.9214526156748823,0.5274253402982606,1,0,0.4678679179417493,-0.5114998058155729,0,-0.866122339275619,-0.23895825204134777,-0.5408325585900253
-0.8275339541760567,-0.9320417037314211,-0.4036011817216739,-0.004896566219756961,0.1565722257761974,-0.47134036855870304,0,1,-0.6393148194157063,0.6004288719314739,0,-1.308168180482678,0.9702363471231076,-0.5408325585900253
-0.9357511313903887,-0.9320417037314211,2.5198852899869366,-0.9430792947496285,1.2613994556298533,-0.47134036855870304,1,0,1.575050655299205,0.6004288719314739,0,-1.308168180482678,0.9356879300041231,0.710463767911569
0.7607612314004469,1.7068392826510834,-1.1442177545545213,0.9386055124518043,-0.6932948741112304,-0.47134036855870304,1,0,0.4678679179417493,-0.5114998058155729,0,-0.12937927059718754,-0.5153455889932232,-0.1237337830894939
1.841268123894316,0.1790660800085808,0.29246702582799555,1.6089848519898826,0.24155893576494017,-0.47134036855870304,0,1,0.4678679179417493,-0.5114998058155729,0,1.638804094231048,1.004784764242092,1.1275625434121004
